stock_number,make,model,sale_date,delivery_date,year,new,image,price,car_and_driver_hyperlink,dealership_number
793,Pontiac,Grand Prix,0000-00-00 00:00:00,0000-00-00 00:00:00,1987,0,,77897.04,,56
794,BMW,Z8,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,0,,12572.57,,24
795,Infiniti,FX,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,1,,11737.61,,43
796,Ford,E350,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,10064.99,,79
797,Mitsubishi,Raider,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,10507.94,,41
798,Jaguar,XJ Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,0,,11221.4,,38
799,Infiniti,Q,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,94883.24,,12
800,Ford,Thunderbird,0000-00-00 00:00:00,0000-00-00 00:00:00,1985,0,,61305.94,,83
801,Lotus,Esprit,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,94189.45,,46
802,Chevrolet,Express 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,65095.77,,86
803,Audi,S4,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,60900.73,,87
804,Jaguar,XK,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,84679.09,,34
805,Mitsubishi,Diamante,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,0,,42119.13,,22
806,Oldsmobile,Aurora,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,28117.76,,37
807,Chrysler,LeBaron,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,0,,40069.41,,48
808,Chevrolet,G-Series G30,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,65600.15,,46
809,Lotus,Esprit,0000-00-00 00:00:00,0000-00-00 00:00:00,1990,0,,2373.51,,64
810,Hyundai,Accent,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,70829.08,,39
811,Buick,LaCrosse,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,35588.57,,9
812,Pontiac,1000,0000-00-00 00:00:00,0000-00-00 00:00:00,1986,0,,8859.17,,34
813,Buick,Skylark,0000-00-00 00:00:00,0000-00-00 00:00:00,1989,1,,20162.7,,59
814,Honda,Accord,0000-00-00 00:00:00,0000-00-00 00:00:00,1987,1,,30931.06,,53
815,GMC,Savana 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,97895.53,,41
816,Mercedes-Benz,S-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,40394.22,,65
817,Honda,Accord,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,35011.48,,53
818,Nissan,Pathfinder Armada,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,52649.33,,7
819,Maybach,62,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,75969.57,,46
820,Mercedes-Benz,SLR McLaren,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,55431.46,,74
821,Mitsubishi,Galant,0000-00-00 00:00:00,0000-00-00 00:00:00,1984,0,,11843.87,,70
822,Mercury,Grand Marquis,0000-00-00 00:00:00,0000-00-00 00:00:00,1988,0,,6972.36,,44
823,Toyota,Tacoma Xtra,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,0,,93663.17,,82
824,Lotus,Elan,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,1,,48329.05,,68
825,Chevrolet,Express 3500,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,1,,23271.33,,41
826,Mercury,Cougar,0000-00-00 00:00:00,0000-00-00 00:00:00,1968,0,,23329.1,,13
827,GMC,Sonoma Club Coupe,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,0,,95015.12,,90
828,GMC,Envoy XL,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,0,,18797.42,,7
829,Mercury,Grand Marquis,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,4889.94,,43
830,GMC,Envoy XL,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,0,,39401.06,,22
831,Dodge,Neon,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,0,,95124.79,,24
832,Ford,Thunderbird,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,0,,47651.75,,49
833,Land Rover,LR3,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,17640.32,,87
834,Ford,F-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,1986,0,,65689.48,,44
835,Volvo,V70,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,0,,86595.5,,31
836,Chevrolet,Express 2500,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,0,,20138.46,,29
837,Mazda,Mazda3,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,0,,6679.7,,23
838,Rolls-Royce,Phantom,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,44487.41,,64
839,Acura,TL,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,7443.6,,66
840,Lincoln,MKT,0000-00-00 00:00:00,0000-00-00 00:00:00,2013,1,,97986.93,,55
841,Ford,Taurus,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,61198.89,,98
842,Mercedes-Benz,C-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,0,,77327.84,,5
843,Chevrolet,Cavalier,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,0,,84456.09,,74
844,Jeep,Wrangler,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,0,,25663.78,,26
845,Chevrolet,Sportvan G20,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,47331.08,,33
846,GMC,Rally Wagon 3500,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,1,,92233.66,,36
847,Suzuki,Esteem,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,43299.75,,64
848,Lincoln,Continental,0000-00-00 00:00:00,0000-00-00 00:00:00,1989,1,,12719.01,,91
849,Volvo,960,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,26716.76,,5
850,Chevrolet,S10,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,44962.85,,74
851,Lamborghini,Diablo,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,0,,14998.14,,37
852,Dodge,Viper,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,93738.98,,9
853,Chevrolet,Express 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,1,,51973.63,,17
854,BMW,6 Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,25028.51,,43
855,Chevrolet,Camaro,0000-00-00 00:00:00,0000-00-00 00:00:00,1978,1,,40190.03,,42
856,Hummer,H2,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,31801.93,,67
857,Mercury,Topaz,0000-00-00 00:00:00,0000-00-00 00:00:00,1991,1,,84152.48,,76
858,Nissan,Maxima,0000-00-00 00:00:00,0000-00-00 00:00:00,1990,0,,22986.92,,94
859,Maserati,GranTurismo,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,88333.84,,54
860,Dodge,Caliber,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,40379.65,,41
861,Chevrolet,G-Series 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,0,,91391.3,,14
862,Porsche,911,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,1,,59559.99,,71
863,Volvo,S60,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,38386.27,,53
864,Volkswagen,Jetta III,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,1,,70558.68,,77
865,Hyundai,Sonata,0000-00-00 00:00:00,0000-00-00 00:00:00,2013,0,,87734.3,,42
866,GMC,Safari,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,0,,80507.12,,86
867,Dodge,Viper RT/10,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,55929.48,,90
868,Saturn,S-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,94761.32,,30
869,Toyota,Solara,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,88582.36,,93
870,Mercury,Grand Marquis,0000-00-00 00:00:00,0000-00-00 00:00:00,1988,0,,17388.32,,42
871,Chevrolet,Classic,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,0,,56318.97,,50
872,Subaru,Impreza,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,1,,67903.01,,31
873,Ford,E-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,1986,1,,29951.61,,100
874,Suzuki,Daewoo Magnus,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,80935.48,,49
875,Cadillac,Escalade,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,32590.26,,84
876,Maserati,Quattroporte,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,67171.91,,31
877,Ford,Bronco,0000-00-00 00:00:00,0000-00-00 00:00:00,1985,1,,40617.76,,91
878,Buick,Park Avenue,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,44608.8,,46
879,Mercedes-Benz,SLK-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,0,,19480.28,,50
880,Cadillac,Escalade ESV,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,80161.52,,17
881,Chevrolet,Suburban 2500,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,0,,31224.11,,95
882,Ford,Fiesta,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,1,,37396.65,,10
883,Dodge,Ram 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,72844.05,,85
884,Saturn,Astra,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,92536.52,,48
885,Jeep,Wrangler,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,0,,91868.26,,27
886,Ford,F250,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,58824.81,,33
887,BMW,5 Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,10034.66,,42
888,Mazda,B-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,1988,0,,90056.16,,69
889,Pontiac,Grand Prix,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,1746.89,,1
890,Jaguar,S-Type,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,0,,93426.93,,6
891,Pontiac,Firefly,0000-00-00 00:00:00,0000-00-00 00:00:00,1985,1,,3330.06,,61
892,GMC,Jimmy,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,1,,65433.46,,5
893,Mitsubishi,Cordia,0000-00-00 00:00:00,0000-00-00 00:00:00,1988,0,,19778.5,,44
894,Acura,RL,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,56505.84,,55
895,Ford,F250,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,1,,73770.15,,83
896,Bentley,Continental Flying Spur,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,92335.5,,58
897,Mitsubishi,Pajero,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,63815.72,,83
898,Hyundai,Elantra,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,0,,41546.22,,23
899,Audi,A6,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,35070.87,,61
900,Toyota,Camry Solara,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,0,,71887.52,,50
901,Eagle,Summit,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,1,,18382.49,,89
902,Mazda,MPV,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,1,,70277.66,,48
903,Chrysler,Town & Country,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,0,,37052.46,,28
904,Lexus,SC,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,92997.99,,24
905,Isuzu,Amigo,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,1,,19993.02,,64
906,BMW,X5,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,37230.21,,24
907,Honda,Civic,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,43626.44,,42
908,Chevrolet,Suburban 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,0,,29700.91,,34
909,Audi,A6,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,26290.18,,20
910,Ford,Explorer Sport Trac,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,0,,44815.8,,49
911,Saab,900,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,56091.1,,83
912,Volkswagen,Jetta,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,90404.76,,52
913,Lexus,LX,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,1,,97284.81,,93
914,Mercedes-Benz,500SEL,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,77973.79,,10
915,Chevrolet,Silverado Hybrid,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,1,,13466.75,,57
916,Pontiac,Tempest,0000-00-00 00:00:00,0000-00-00 00:00:00,1967,1,,64192.64,,70
917,Panoz,Esperante,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,0,,97655.98,,94
918,Pontiac,Grand Prix,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,1,,35926.03,,33
919,Land Rover,Range Rover,0000-00-00 00:00:00,0000-00-00 00:00:00,1993,1,,51341.57,,66
920,Hyundai,Accent,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,61678.64,,72
921,Dodge,Neon,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,1,,93849.18,,10
922,Mitsubishi,Diamante,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,72113.24,,94
923,Ford,F-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,54719.37,,63
924,Chevrolet,Tahoe,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,0,,12956.35,,84
925,Audi,5000S,0000-00-00 00:00:00,0000-00-00 00:00:00,1986,1,,9736.78,,34
926,Plymouth,Laser,0000-00-00 00:00:00,0000-00-00 00:00:00,1991,0,,40683.24,,59
927,Volkswagen,Golf III,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,0,,37054.96,,87
928,Ford,Explorer,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,14652.94,,20
929,Mercury,Cougar,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,0,,63164.19,,6
930,Mercury,Topaz,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,2556.5,,88
931,Porsche,911,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,1,,58570.77,,53
932,Mercedes-Benz,E-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,1984,0,,51720.08,,95
933,Kia,Sorento,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,0,,28083.01,,46
934,Aston Martin,Vantage,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,50359.42,,64
935,Chrysler,Cirrus,0000-00-00 00:00:00,0000-00-00 00:00:00,1996,1,,68536.54,,84
936,Audi,RS6,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,36901.05,,13
937,Chevrolet,Suburban 2500,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,1,,5737.89,,59
938,Volkswagen,CC,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,1,,67554.0,,91
939,Pontiac,Grand Prix,0000-00-00 00:00:00,0000-00-00 00:00:00,1963,1,,10725.13,,54
940,Mercury,Cougar,0000-00-00 00:00:00,0000-00-00 00:00:00,1967,0,,26873.45,,41
941,Chevrolet,Corvette,0000-00-00 00:00:00,0000-00-00 00:00:00,1984,1,,62848.93,,56
942,Chevrolet,Silverado 3500,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,17927.74,,42
943,Mercedes-Benz,400E,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,58998.0,,67
944,Land Rover,Range Rover Sport,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,28263.17,,50
945,Mazda,MX-5,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,0,,48747.96,,92
946,Mazda,B-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,1,,44054.44,,31
947,Ford,F150,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,1,,87292.94,,98
948,Oldsmobile,Silhouette,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,84298.34,,56
949,Suzuki,Daewoo Magnus,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,0,,8065.95,,6
950,Nissan,Frontier,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,1,,73135.75,,79
951,Infiniti,G25,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,22383.23,,64
952,Lexus,CT,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,95638.25,,25
953,GMC,Savana 1500,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,1,,40596.89,,34
954,Dodge,Grand Caravan,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,46255.19,,40
955,Saturn,S-Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2001,1,,28403.79,,18
956,Ford,Five Hundred,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,1,,54808.8,,21
957,Buick,Park Avenue,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,65128.32,,68
958,Chevrolet,Express 3500,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,0,,78655.08,,54
959,Saab,9-3,0000-00-00 00:00:00,0000-00-00 00:00:00,2000,0,,95744.83,,36
960,Buick,Park Avenue,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,0,,56673.75,,72
961,Pontiac,6000,0000-00-00 00:00:00,0000-00-00 00:00:00,1984,1,,48869.29,,35
962,Buick,Roadmaster,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,0,,73889.63,,58
963,Toyota,Highlander,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,71051.47,,77
964,Pontiac,Firebird,0000-00-00 00:00:00,0000-00-00 00:00:00,1985,0,,59097.06,,67
965,Honda,Ridgeline,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,0,,28520.21,,18
966,Chevrolet,3500,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,1,,54082.34,,21
967,Cadillac,DeVille,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,0,,27939.99,,75
968,Mazda,MX-6,0000-00-00 00:00:00,0000-00-00 00:00:00,1989,0,,91927.51,,1
969,Audi,S8,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,44740.4,,63
970,Oldsmobile,Custom Cruiser,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,90215.62,,4
971,Mercedes-Benz,CLK-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,1,,85320.52,,20
972,Audi,RS 4,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,2455.35,,68
973,Dodge,Neon,0000-00-00 00:00:00,0000-00-00 00:00:00,1998,0,,53062.58,,97
974,Chevrolet,Express 3500,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,94467.56,,38
975,BMW,5 Series,0000-00-00 00:00:00,0000-00-00 00:00:00,2012,0,,87393.46,,28
976,BMW,X5 M,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,52221.2,,54
977,Toyota,Corolla,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,92787.52,,90
978,Chevrolet,Camaro,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,0,,46107.14,,38
979,Chevrolet,Corvette,0000-00-00 00:00:00,0000-00-00 00:00:00,1962,0,,62120.96,,17
980,Mitsubishi,Outlander,0000-00-00 00:00:00,0000-00-00 00:00:00,2003,1,,68195.44,,35
981,Ford,Taurus X,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,0,,38114.39,,58
982,Chevrolet,Express 3500,0000-00-00 00:00:00,0000-00-00 00:00:00,2005,0,,48690.21,,2
983,Mercedes-Benz,CL-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,2002,1,,24182.73,,3
984,Chevrolet,Camaro,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,1,,59688.34,,98
985,BMW,3 Series,0000-00-00 00:00:00,0000-00-00 00:00:00,1997,0,,83270.3,,35
986,Kia,Mohave/Borrego,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,73174.68,,65
987,GMC,Envoy,0000-00-00 00:00:00,0000-00-00 00:00:00,1999,0,,33482.69,,63
988,Lincoln,Continental,0000-00-00 00:00:00,0000-00-00 00:00:00,1995,0,,54067.08,,75
989,Audi,S4,0000-00-00 00:00:00,0000-00-00 00:00:00,1992,1,,56067.74,,51
990,Lexus,IS,0000-00-00 00:00:00,0000-00-00 00:00:00,2009,1,,13349.14,,22
991,Mercedes-Benz,CL-Class,0000-00-00 00:00:00,0000-00-00 00:00:00,2008,0,,63270.88,,41
992,Pontiac,Vibe,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,0,,29737.24,,58
993,Buick,Regal,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,1,,2585.23,,68
994,Toyota,Matrix,0000-00-00 00:00:00,0000-00-00 00:00:00,2004,1,,27197.61,,5
995,BMW,325,0000-00-00 00:00:00,0000-00-00 00:00:00,2006,0,,20512.28,,80
996,Plymouth,Colt Vista,0000-00-00 00:00:00,0000-00-00 00:00:00,1994,0,,16549.24,,47
997,Lamborghini,Murciélago,0000-00-00 00:00:00,0000-00-00 00:00:00,2010,1,,12592.04,,53
998,Aston Martin,DB9,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,36460.17,,11
999,Kia,Optima,0000-00-00 00:00:00,0000-00-00 00:00:00,2007,1,,58544.81,,64
1000,Nissan,Maxima,0000-00-00 00:00:00,0000-00-00 00:00:00,2011,0,,71829.26,,1
